file:new-v1-GraphFPN.py, seed: 100
Epoch: 000, Loss: 0.70242, Train Acc: 0.50045, val Acc: 0.48301, Test Acc: 0.48301
Epoch: 051, Loss: 0.61732, Train Acc: 0.67707, val Acc: 0.65534, Test Acc: 0.65534
Epoch: 052, Loss: 0.62118, Train Acc: 0.61254, val Acc: 0.59951, Test Acc: 0.65534
Epoch: 053, Loss: 0.61977, Train Acc: 0.62496, val Acc: 0.63592, Test Acc: 0.65534
Epoch: 054, Loss: 0.61628, Train Acc: 0.64799, val Acc: 0.62136, Test Acc: 0.65534
Epoch: 055, Loss: 0.61583, Train Acc: 0.63587, val Acc: 0.62621, Test Acc: 0.65534
Epoch: 056, Loss: 0.61253, Train Acc: 0.62284, val Acc: 0.63107, Test Acc: 0.65534
Epoch: 057, Loss: 0.61151, Train Acc: 0.59770, val Acc: 0.58495, Test Acc: 0.65534
Epoch: 058, Loss: 0.62334, Train Acc: 0.64617, val Acc: 0.63107, Test Acc: 0.65534
Epoch: 059, Loss: 0.61476, Train Acc: 0.61739, val Acc: 0.62136, Test Acc: 0.65534
Epoch: 060, Loss: 0.61429, Train Acc: 0.53438, val Acc: 0.49757, Test Acc: 0.65534
Epoch: 061, Loss: 0.61234, Train Acc: 0.63859, val Acc: 0.63835, Test Acc: 0.65534
Epoch: 062, Loss: 0.61858, Train Acc: 0.63587, val Acc: 0.61650, Test Acc: 0.65534
Epoch: 063, Loss: 0.61783, Train Acc: 0.66404, val Acc: 0.66505, Test Acc: 0.66748
Epoch: 064, Loss: 0.61635, Train Acc: 0.65101, val Acc: 0.63835, Test Acc: 0.66748
Epoch: 065, Loss: 0.61318, Train Acc: 0.57074, val Acc: 0.53641, Test Acc: 0.66748
Epoch: 066, Loss: 0.60172, Train Acc: 0.63950, val Acc: 0.64563, Test Acc: 0.66748
Epoch: 067, Loss: 0.60027, Train Acc: 0.62587, val Acc: 0.61893, Test Acc: 0.66748
Epoch: 068, Loss: 0.61133, Train Acc: 0.61648, val Acc: 0.64563, Test Acc: 0.66748
Epoch: 069, Loss: 0.61947, Train Acc: 0.63920, val Acc: 0.64806, Test Acc: 0.66748
Epoch: 070, Loss: 0.61574, Train Acc: 0.66646, val Acc: 0.66262, Test Acc: 0.66748
Epoch: 071, Loss: 0.60583, Train Acc: 0.59982, val Acc: 0.56068, Test Acc: 0.66748
Epoch: 072, Loss: 0.61396, Train Acc: 0.61103, val Acc: 0.63592, Test Acc: 0.66748
Epoch: 073, Loss: 0.60607, Train Acc: 0.65586, val Acc: 0.62379, Test Acc: 0.66748
Epoch: 074, Loss: 0.60444, Train Acc: 0.65071, val Acc: 0.61893, Test Acc: 0.66748
Epoch: 075, Loss: 0.60273, Train Acc: 0.58376, val Acc: 0.55340, Test Acc: 0.66748
Epoch: 076, Loss: 0.60500, Train Acc: 0.65101, val Acc: 0.61893, Test Acc: 0.66748
Epoch: 077, Loss: 0.60805, Train Acc: 0.67131, val Acc: 0.67476, Test Acc: 0.67718
Epoch: 078, Loss: 0.59923, Train Acc: 0.62587, val Acc: 0.60194, Test Acc: 0.67718
Epoch: 079, Loss: 0.60802, Train Acc: 0.66525, val Acc: 0.65777, Test Acc: 0.67718
Epoch: 080, Loss: 0.60211, Train Acc: 0.67767, val Acc: 0.64078, Test Acc: 0.67718
Epoch: 081, Loss: 0.60351, Train Acc: 0.63617, val Acc: 0.66019, Test Acc: 0.67718
Epoch: 082, Loss: 0.60105, Train Acc: 0.65677, val Acc: 0.68447, Test Acc: 0.68204
Epoch: 083, Loss: 0.60227, Train Acc: 0.62072, val Acc: 0.60922, Test Acc: 0.68204
Epoch: 084, Loss: 0.60116, Train Acc: 0.64102, val Acc: 0.64320, Test Acc: 0.68204
Epoch: 085, Loss: 0.60633, Train Acc: 0.66919, val Acc: 0.67476, Test Acc: 0.68204
Epoch: 086, Loss: 0.60793, Train Acc: 0.68161, val Acc: 0.64320, Test Acc: 0.68204
Epoch: 087, Loss: 0.59762, Train Acc: 0.63859, val Acc: 0.64320, Test Acc: 0.68204
Epoch: 088, Loss: 0.60321, Train Acc: 0.66041, val Acc: 0.67233, Test Acc: 0.68204
Epoch: 089, Loss: 0.60208, Train Acc: 0.63647, val Acc: 0.61893, Test Acc: 0.68204
Epoch: 090, Loss: 0.59674, Train Acc: 0.63042, val Acc: 0.62379, Test Acc: 0.68204
Epoch: 091, Loss: 0.59454, Train Acc: 0.62102, val Acc: 0.60437, Test Acc: 0.68204
Epoch: 092, Loss: 0.59706, Train Acc: 0.71433, val Acc: 0.69175, Test Acc: 0.69175
Epoch: 093, Loss: 0.59566, Train Acc: 0.66313, val Acc: 0.66019, Test Acc: 0.69175
Epoch: 094, Loss: 0.60165, Train Acc: 0.68888, val Acc: 0.71117, Test Acc: 0.70874
Epoch: 095, Loss: 0.59762, Train Acc: 0.66131, val Acc: 0.65049, Test Acc: 0.70874
Epoch: 096, Loss: 0.59603, Train Acc: 0.63526, val Acc: 0.65049, Test Acc: 0.70874
Epoch: 097, Loss: 0.59675, Train Acc: 0.64586, val Acc: 0.63107, Test Acc: 0.70874
Epoch: 098, Loss: 0.60319, Train Acc: 0.70342, val Acc: 0.68447, Test Acc: 0.70874
Epoch: 099, Loss: 0.59949, Train Acc: 0.63526, val Acc: 0.64320, Test Acc: 0.70874

file:new-v1-GraphFPN.py, seed: 105
Epoch: 000, Loss: 0.69581, Train Acc: 0.50045, val Acc: 0.49272, Test Acc: 0.49272
Epoch: 001, Loss: 0.66705, Train Acc: 0.50318, val Acc: 0.49515, Test Acc: 0.49515
Epoch: 002, Loss: 0.65088, Train Acc: 0.55044, val Acc: 0.53155, Test Acc: 0.52184
Epoch: 003, Loss: 0.64188, Train Acc: 0.62769, val Acc: 0.61893, Test Acc: 0.61893
Epoch: 004, Loss: 0.64659, Train Acc: 0.63556, val Acc: 0.63350, Test Acc: 0.63350
Epoch: 005, Loss: 0.63559, Train Acc: 0.61133, val Acc: 0.61650, Test Acc: 0.63350
Epoch: 006, Loss: 0.63781, Train Acc: 0.64405, val Acc: 0.63350, Test Acc: 0.63350
Epoch: 007, Loss: 0.64710, Train Acc: 0.63981, val Acc: 0.64806, Test Acc: 0.64806
Epoch: 008, Loss: 0.63184, Train Acc: 0.64314, val Acc: 0.63592, Test Acc: 0.64806
Epoch: 009, Loss: 0.62995, Train Acc: 0.66495, val Acc: 0.63592, Test Acc: 0.64806
Epoch: 010, Loss: 0.63853, Train Acc: 0.65707, val Acc: 0.62379, Test Acc: 0.64806
Epoch: 011, Loss: 0.63860, Train Acc: 0.59285, val Acc: 0.57767, Test Acc: 0.64806
Epoch: 012, Loss: 0.65078, Train Acc: 0.60800, val Acc: 0.60922, Test Acc: 0.64806
Epoch: 013, Loss: 0.63655, Train Acc: 0.62345, val Acc: 0.62379, Test Acc: 0.64806
Epoch: 014, Loss: 0.63114, Train Acc: 0.63193, val Acc: 0.64563, Test Acc: 0.64806
Epoch: 015, Loss: 0.63773, Train Acc: 0.62769, val Acc: 0.62136, Test Acc: 0.64806
Epoch: 016, Loss: 0.62939, Train Acc: 0.63799, val Acc: 0.64320, Test Acc: 0.64806
Epoch: 017, Loss: 0.62493, Train Acc: 0.65889, val Acc: 0.61893, Test Acc: 0.64806
Epoch: 018, Loss: 0.62270, Train Acc: 0.66828, val Acc: 0.63350, Test Acc: 0.64806
Epoch: 019, Loss: 0.62082, Train Acc: 0.67464, val Acc: 0.63350, Test Acc: 0.64806
Epoch: 020, Loss: 0.62738, Train Acc: 0.64677, val Acc: 0.64320, Test Acc: 0.64806
Epoch: 021, Loss: 0.62268, Train Acc: 0.66374, val Acc: 0.58252, Test Acc: 0.64806
Epoch: 022, Loss: 0.63373, Train Acc: 0.52105, val Acc: 0.48301, Test Acc: 0.64806
Epoch: 023, Loss: 0.61777, Train Acc: 0.64223, val Acc: 0.60680, Test Acc: 0.64806
Epoch: 024, Loss: 0.61803, Train Acc: 0.67343, val Acc: 0.66262, Test Acc: 0.66262
Epoch: 025, Loss: 0.60614, Train Acc: 0.66253, val Acc: 0.62379, Test Acc: 0.66262
Epoch: 026, Loss: 0.63285, Train Acc: 0.59739, val Acc: 0.57039, Test Acc: 0.66262
Epoch: 027, Loss: 0.61894, Train Acc: 0.67616, val Acc: 0.62864, Test Acc: 0.66262
Epoch: 028, Loss: 0.61940, Train Acc: 0.68828, val Acc: 0.64320, Test Acc: 0.66262
Epoch: 029, Loss: 0.61484, Train Acc: 0.67192, val Acc: 0.64563, Test Acc: 0.66262
Epoch: 030, Loss: 0.61749, Train Acc: 0.66737, val Acc: 0.67476, Test Acc: 0.66990
Epoch: 031, Loss: 0.61398, Train Acc: 0.66737, val Acc: 0.66262, Test Acc: 0.66990
Epoch: 032, Loss: 0.62041, Train Acc: 0.66465, val Acc: 0.67233, Test Acc: 0.66990
Epoch: 033, Loss: 0.61094, Train Acc: 0.66192, val Acc: 0.64078, Test Acc: 0.66990
Epoch: 034, Loss: 0.61040, Train Acc: 0.63678, val Acc: 0.65291, Test Acc: 0.66990
Epoch: 035, Loss: 0.60979, Train Acc: 0.67586, val Acc: 0.66019, Test Acc: 0.66990
Epoch: 036, Loss: 0.60532, Train Acc: 0.68494, val Acc: 0.65777, Test Acc: 0.66990
Epoch: 037, Loss: 0.59683, Train Acc: 0.68525, val Acc: 0.64563, Test Acc: 0.66990
Epoch: 038, Loss: 0.60368, Train Acc: 0.66253, val Acc: 0.61650, Test Acc: 0.66990
Epoch: 039, Loss: 0.60285, Train Acc: 0.66344, val Acc: 0.64320, Test Acc: 0.66990
Epoch: 040, Loss: 0.60089, Train Acc: 0.65768, val Acc: 0.65049, Test Acc: 0.66990
Epoch: 041, Loss: 0.61240, Train Acc: 0.66101, val Acc: 0.62379, Test Acc: 0.66990
Epoch: 042, Loss: 0.60429, Train Acc: 0.66616, val Acc: 0.65777, Test Acc: 0.66990
Epoch: 043, Loss: 0.58955, Train Acc: 0.69524, val Acc: 0.68932, Test Acc: 0.68689
Epoch: 044, Loss: 0.59956, Train Acc: 0.65738, val Acc: 0.62136, Test Acc: 0.68689
Epoch: 045, Loss: 0.59865, Train Acc: 0.66646, val Acc: 0.64806, Test Acc: 0.68689
Epoch: 046, Loss: 0.60396, Train Acc: 0.67495, val Acc: 0.66262, Test Acc: 0.68689
Epoch: 047, Loss: 0.60978, Train Acc: 0.67798, val Acc: 0.65291, Test Acc: 0.68689
Epoch: 048, Loss: 0.60150, Train Acc: 0.69494, val Acc: 0.66505, Test Acc: 0.68689
Epoch: 049, Loss: 0.60727, Train Acc: 0.66707, val Acc: 0.65291, Test Acc: 0.68689
Epoch: 050, Loss: 0.60423, Train Acc: 0.61921, val Acc: 0.60437, Test Acc: 0.68689
Epoch: 051, Loss: 0.60320, Train Acc: 0.68282, val Acc: 0.66505, Test Acc: 0.68689
Epoch: 052, Loss: 0.61829, Train Acc: 0.65738, val Acc: 0.66262, Test Acc: 0.68689
Epoch: 053, Loss: 0.59806, Train Acc: 0.65132, val Acc: 0.61650, Test Acc: 0.68689
Epoch: 054, Loss: 0.59823, Train Acc: 0.67858, val Acc: 0.66505, Test Acc: 0.68689
Epoch: 055, Loss: 0.60611, Train Acc: 0.67374, val Acc: 0.66505, Test Acc: 0.68689
Epoch: 056, Loss: 0.60627, Train Acc: 0.61678, val Acc: 0.59223, Test Acc: 0.68689
Epoch: 057, Loss: 0.61315, Train Acc: 0.67161, val Acc: 0.64320, Test Acc: 0.68689
Epoch: 058, Loss: 0.60925, Train Acc: 0.66525, val Acc: 0.64320, Test Acc: 0.68689
Epoch: 059, Loss: 0.60334, Train Acc: 0.69585, val Acc: 0.67476, Test Acc: 0.68689
Epoch: 060, Loss: 0.59792, Train Acc: 0.68888, val Acc: 0.63350, Test Acc: 0.68689
Epoch: 061, Loss: 0.59901, Train Acc: 0.68222, val Acc: 0.63835, Test Acc: 0.68689
Epoch: 062, Loss: 0.59891, Train Acc: 0.61194, val Acc: 0.60437, Test Acc: 0.68689
Epoch: 063, Loss: 0.60347, Train Acc: 0.63526, val Acc: 0.61893, Test Acc: 0.68689
Epoch: 064, Loss: 0.60379, Train Acc: 0.64677, val Acc: 0.66019, Test Acc: 0.68689
Epoch: 065, Loss: 0.60408, Train Acc: 0.63284, val Acc: 0.61650, Test Acc: 0.68689
Epoch: 066, Loss: 0.60498, Train Acc: 0.68252, val Acc: 0.66748, Test Acc: 0.68689
Epoch: 067, Loss: 0.60398, Train Acc: 0.69343, val Acc: 0.67476, Test Acc: 0.68689
Epoch: 068, Loss: 0.59137, Train Acc: 0.66828, val Acc: 0.65777, Test Acc: 0.68689
Epoch: 069, Loss: 0.59325, Train Acc: 0.66404, val Acc: 0.66505, Test Acc: 0.68689
Epoch: 070, Loss: 0.59110, Train Acc: 0.71009, val Acc: 0.68204, Test Acc: 0.68689
Epoch: 071, Loss: 0.59058, Train Acc: 0.69979, val Acc: 0.67476, Test Acc: 0.68689
Epoch: 072, Loss: 0.59448, Train Acc: 0.68131, val Acc: 0.65534, Test Acc: 0.68689
Epoch: 073, Loss: 0.59706, Train Acc: 0.67222, val Acc: 0.66019, Test Acc: 0.68689
Epoch: 074, Loss: 0.59633, Train Acc: 0.67767, val Acc: 0.69417, Test Acc: 0.68932
Epoch: 075, Loss: 0.58860, Train Acc: 0.69100, val Acc: 0.66019, Test Acc: 0.68932
Epoch: 076, Loss: 0.59219, Train Acc: 0.59497, val Acc: 0.55583, Test Acc: 0.68932
Epoch: 077, Loss: 0.59165, Train Acc: 0.67858, val Acc: 0.69417, Test Acc: 0.68932
Epoch: 078, Loss: 0.58621, Train Acc: 0.66465, val Acc: 0.65291, Test Acc: 0.68932
Epoch: 079, Loss: 0.58841, Train Acc: 0.63072, val Acc: 0.62379, Test Acc: 0.68932
Epoch: 080, Loss: 0.60933, Train Acc: 0.62012, val Acc: 0.59951, Test Acc: 0.68932
Epoch: 081, Loss: 0.59584, Train Acc: 0.67434, val Acc: 0.63592, Test Acc: 0.68932
Epoch: 082, Loss: 0.59289, Train Acc: 0.65192, val Acc: 0.63592, Test Acc: 0.68932
Epoch: 083, Loss: 0.59148, Train Acc: 0.67343, val Acc: 0.65049, Test Acc: 0.68932
Epoch: 084, Loss: 0.58522, Train Acc: 0.64435, val Acc: 0.61408, Test Acc: 0.68932
Epoch: 085, Loss: 0.58985, Train Acc: 0.68131, val Acc: 0.63835, Test Acc: 0.68932
Epoch: 086, Loss: 0.59404, Train Acc: 0.68252, val Acc: 0.67476, Test Acc: 0.68932
Epoch: 087, Loss: 0.60063, Train Acc: 0.64647, val Acc: 0.65291, Test Acc: 0.68932
Epoch: 088, Loss: 0.59387, Train Acc: 0.68131, val Acc: 0.65777, Test Acc: 0.68932
Epoch: 089, Loss: 0.59096, Train Acc: 0.68828, val Acc: 0.67961, Test Acc: 0.68932
Epoch: 090, Loss: 0.58784, Train Acc: 0.68101, val Acc: 0.63592, Test Acc: 0.68932
Epoch: 091, Loss: 0.59018, Train Acc: 0.68737, val Acc: 0.63107, Test Acc: 0.68932
Epoch: 092, Loss: 0.58738, Train Acc: 0.59770, val Acc: 0.58252, Test Acc: 0.68932
Epoch: 093, Loss: 0.58366, Train Acc: 0.70039, val Acc: 0.66262, Test Acc: 0.68932
Epoch: 094, Loss: 0.58791, Train Acc: 0.61345, val Acc: 0.58010, Test Acc: 0.68932
Epoch: 095, Loss: 0.59734, Train Acc: 0.67555, val Acc: 0.65049, Test Acc: 0.68932
Epoch: 096, Loss: 0.59051, Train Acc: 0.66465, val Acc: 0.65049, Test Acc: 0.68932
Epoch: 097, Loss: 0.59420, Train Acc: 0.67646, val Acc: 0.64806, Test Acc: 0.68932
Epoch: 098, Loss: 0.58471, Train Acc: 0.66344, val Acc: 0.60922, Test Acc: 0.68932
Epoch: 099, Loss: 0.58911, Train Acc: 0.66131, val Acc: 0.64320, Test Acc: 0.68932

file:new-v1-GraphFPN.py, seed: 110
Epoch: 000, Loss: 0.70686, Train Acc: 0.49591, val Acc: 0.48301, Test Acc: 0.48301
Epoch: 001, Loss: 0.68532, Train Acc: 0.49530, val Acc: 0.48301, Test Acc: 0.48301
Epoch: 002, Loss: 0.67631, Train Acc: 0.59406, val Acc: 0.57767, Test Acc: 0.57524
Epoch: 003, Loss: 0.66666, Train Acc: 0.58134, val Acc: 0.57282, Test Acc: 0.57524
Epoch: 004, Loss: 0.66316, Train Acc: 0.57467, val Acc: 0.56553, Test Acc: 0.57524
Epoch: 005, Loss: 0.65714, Train Acc: 0.59618, val Acc: 0.57767, Test Acc: 0.57524
Epoch: 006, Loss: 0.65081, Train Acc: 0.59164, val Acc: 0.57282, Test Acc: 0.57524
Epoch: 007, Loss: 0.65674, Train Acc: 0.59467, val Acc: 0.55340, Test Acc: 0.57524
Epoch: 008, Loss: 0.65111, Train Acc: 0.59649, val Acc: 0.57767, Test Acc: 0.57524
Epoch: 009, Loss: 0.65171, Train Acc: 0.58285, val Acc: 0.55097, Test Acc: 0.57524
Epoch: 010, Loss: 0.64263, Train Acc: 0.58073, val Acc: 0.55340, Test Acc: 0.57524
Epoch: 011, Loss: 0.64767, Train Acc: 0.55620, val Acc: 0.54612, Test Acc: 0.57524
Epoch: 012, Loss: 0.65540, Train Acc: 0.60921, val Acc: 0.55825, Test Acc: 0.57524
Epoch: 013, Loss: 0.64927, Train Acc: 0.57649, val Acc: 0.57282, Test Acc: 0.57524
Epoch: 014, Loss: 0.63921, Train Acc: 0.60285, val Acc: 0.61165, Test Acc: 0.61165
Epoch: 015, Loss: 0.64490, Train Acc: 0.59679, val Acc: 0.58738, Test Acc: 0.61165
Epoch: 016, Loss: 0.64158, Train Acc: 0.59982, val Acc: 0.57767, Test Acc: 0.61165
Epoch: 017, Loss: 0.63730, Train Acc: 0.61587, val Acc: 0.61408, Test Acc: 0.61408
Epoch: 018, Loss: 0.63699, Train Acc: 0.60982, val Acc: 0.58738, Test Acc: 0.61408
Epoch: 019, Loss: 0.63459, Train Acc: 0.59861, val Acc: 0.61408, Test Acc: 0.61408
Epoch: 020, Loss: 0.64024, Train Acc: 0.62587, val Acc: 0.63350, Test Acc: 0.63350
Epoch: 021, Loss: 0.64608, Train Acc: 0.63405, val Acc: 0.59466, Test Acc: 0.63350
Epoch: 022, Loss: 0.63557, Train Acc: 0.62799, val Acc: 0.60437, Test Acc: 0.63350
Epoch: 023, Loss: 0.63252, Train Acc: 0.62102, val Acc: 0.58981, Test Acc: 0.63350
Epoch: 024, Loss: 0.63831, Train Acc: 0.65041, val Acc: 0.62864, Test Acc: 0.63350
Epoch: 025, Loss: 0.63407, Train Acc: 0.63587, val Acc: 0.62864, Test Acc: 0.63350
Epoch: 026, Loss: 0.64182, Train Acc: 0.62436, val Acc: 0.61650, Test Acc: 0.63350
Epoch: 027, Loss: 0.64134, Train Acc: 0.63011, val Acc: 0.59951, Test Acc: 0.63350
Epoch: 028, Loss: 0.62838, Train Acc: 0.64011, val Acc: 0.61408, Test Acc: 0.63350
Epoch: 029, Loss: 0.62998, Train Acc: 0.60921, val Acc: 0.59466, Test Acc: 0.63350
Epoch: 030, Loss: 0.64393, Train Acc: 0.63981, val Acc: 0.63350, Test Acc: 0.63350
Epoch: 031, Loss: 0.63942, Train Acc: 0.57710, val Acc: 0.54854, Test Acc: 0.63350
Epoch: 032, Loss: 0.63783, Train Acc: 0.62890, val Acc: 0.61650, Test Acc: 0.63350
Epoch: 033, Loss: 0.63292, Train Acc: 0.64223, val Acc: 0.59951, Test Acc: 0.63350
Epoch: 034, Loss: 0.62669, Train Acc: 0.61103, val Acc: 0.60437, Test Acc: 0.63350
Epoch: 035, Loss: 0.63021, Train Acc: 0.63647, val Acc: 0.61408, Test Acc: 0.63350
Epoch: 036, Loss: 0.63129, Train Acc: 0.60436, val Acc: 0.61650, Test Acc: 0.63350
Epoch: 037, Loss: 0.63783, Train Acc: 0.62890, val Acc: 0.61893, Test Acc: 0.63350
Epoch: 038, Loss: 0.63152, Train Acc: 0.60012, val Acc: 0.59466, Test Acc: 0.63350
Epoch: 039, Loss: 0.63816, Train Acc: 0.64526, val Acc: 0.61893, Test Acc: 0.63350
Epoch: 040, Loss: 0.63250, Train Acc: 0.62769, val Acc: 0.60194, Test Acc: 0.63350
Epoch: 041, Loss: 0.63058, Train Acc: 0.61012, val Acc: 0.61165, Test Acc: 0.63350
Epoch: 042, Loss: 0.62830, Train Acc: 0.62648, val Acc: 0.63350, Test Acc: 0.63350
Epoch: 043, Loss: 0.63501, Train Acc: 0.62012, val Acc: 0.60437, Test Acc: 0.63350
Epoch: 044, Loss: 0.62939, Train Acc: 0.58649, val Acc: 0.58252, Test Acc: 0.63350
Epoch: 045, Loss: 0.63422, Train Acc: 0.61497, val Acc: 0.58981, Test Acc: 0.63350
Epoch: 046, Loss: 0.62654, Train Acc: 0.64799, val Acc: 0.60194, Test Acc: 0.63350
Epoch: 047, Loss: 0.62580, Train Acc: 0.65404, val Acc: 0.61893, Test Acc: 0.63350
Epoch: 048, Loss: 0.62377, Train Acc: 0.62951, val Acc: 0.60922, Test Acc: 0.63350
Epoch: 049, Loss: 0.63159, Train Acc: 0.62254, val Acc: 0.62864, Test Acc: 0.63350
Epoch: 050, Loss: 0.63988, Train Acc: 0.60588, val Acc: 0.58981, Test Acc: 0.63350
Epoch: 051, Loss: 0.63442, Train Acc: 0.64556, val Acc: 0.57282, Test Acc: 0.63350
Epoch: 052, Loss: 0.62914, Train Acc: 0.64556, val Acc: 0.58981, Test Acc: 0.63350
Epoch: 053, Loss: 0.63713, Train Acc: 0.65283, val Acc: 0.59709, Test Acc: 0.63350
Epoch: 054, Loss: 0.62154, Train Acc: 0.64102, val Acc: 0.61165, Test Acc: 0.63350
Epoch: 055, Loss: 0.62796, Train Acc: 0.65374, val Acc: 0.62379, Test Acc: 0.63350
Epoch: 056, Loss: 0.61889, Train Acc: 0.66010, val Acc: 0.61408, Test Acc: 0.63350
Epoch: 057, Loss: 0.62246, Train Acc: 0.62648, val Acc: 0.58252, Test Acc: 0.63350
Epoch: 058, Loss: 0.62271, Train Acc: 0.63163, val Acc: 0.60194, Test Acc: 0.63350
Epoch: 059, Loss: 0.62689, Train Acc: 0.62739, val Acc: 0.61165, Test Acc: 0.63350
Epoch: 060, Loss: 0.62771, Train Acc: 0.62648, val Acc: 0.59223, Test Acc: 0.63350
